plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	raw_r4_ch1	raw_r5_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	raw/PlateMedian_r4_ch1	raw/PlateMedian_r5_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	normalized_r4_ch1	normalized_r5_ch1	PlateName	drug1	concdrug1.micro_M.	drug2	concdrug2.micro_M.	GeneID
1	379	-0.73	P19	sample	sample	1792413	1891115	1878274	1957815	2361616	1891115	1976246.6	1.21	1.17	1.13	1.55	1.18	1.028	1.023	1.016	1.126	1.022	1	DMSO	0	DMSO	0	DMSO_19_DMSO_19
2	340	-0.73	O04	sample	sample	2312996	2422976	2242115	NA	NA	2312996	2326029	1.15	1.29	1.16	NA	NA	1.014	1.035	1.016	NA	NA	2	AKTi VIII	0.01953125	DMSO	0	AKTi VIII_0.01953125_DMSO_0.01953125
1	259	-0.74	K19	sample	sample	1857077	1976001	2020641	1427781	2313545	1976001	1919009	1.26	1.23	1.21	1.13	1.15	1.035	1.032	1.031	1.06	1.018	1	Bendamustine	0.0390625	MK2206	0.0390625	Bendamustine_0.0390625_MK2206_0.0390625
1	188	-0.74	H20	sample	sample	1797530	1802795	1966822	1892739	2429656	1892739	1977908.4	1.22	1.12	1.18	1.5	1.21	1.029	1.014	1.025	1.119	1.028	1	PD	5	DMSO	0	PD_5_DMSO_5
2	239	-0.74	J23	neg	neg	2337396	2353960	2304302	NA	NA	2337396	2331886	1.16	1.25	1.19	NA	NA	1.016	1.029	1.022	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
1	190	-0.75	H22	sample	sample	1842510	1820958	1930202	1824677	2437819	1842510	1971233.2	1.25	1.13	1.16	1.44	1.22	1.034	1.016	1.021	1.112	1.028	1	PD	10	DMSO	0	PD_10_DMSO_10
1	165	-0.76	G21	sample	sample	1798131	1947106	2049346	1364267	2484749	1947106	1928719.8	1.22	1.21	1.23	1.08	1.24	1.029	1.029	1.034	1.05	1.032	1	U0126	0.01953125	DMSO	0	U0126_0.01953125_DMSO_0.01953125
2	172	-0.76	H04	sample	sample	2435632	2248834	2344172	NA	NA	2344172	2342879.33333333	1.21	1.2	1.21	NA	NA	1.025	1.019	1.025	NA	NA	2	PD	0.01953125	DMSO	0	PD_0.01953125_DMSO_0.01953125
2	344	-0.76	O08	sample	sample	2383430	2318657	2321654	NA	NA	2321654	2341247	1.18	1.24	1.2	NA	NA	1.02	1.025	1.023	NA	NA	2	AKTi VIII	0.078125	DMSO	0	AKTi VIII_0.078125_DMSO_0.078125
2	108	-0.76	E12	sample	sample	2517213	2215872	2304673	NA	NA	2304673	2345919.33333333	1.25	1.18	1.19	NA	NA	1.032	1.016	1.022	NA	NA	2	Bendamustine	0.3125	PD	0.3125	Bendamustine_0.3125_PD_0.3125
2	151	-0.77	G07	sample	sample	2491467	2228455	2322039	NA	NA	2322039	2347320.33333333	1.24	1.19	1.2	NA	NA	1.03	1.017	1.023	NA	NA	2	U0126	2.5	DMSO	0	U0126_2.5_DMSO_2.5
2	176	-0.77	H08	sample	sample	2462863	2249731	2328718	NA	NA	2328718	2347104	1.22	1.2	1.2	NA	NA	1.027	1.019	1.024	NA	NA	2	PD	0.078125	DMSO	0	PD_0.078125_DMSO_0.078125
2	338	-0.77	O02	neg	neg	2438502	2271535	2330475	NA	NA	2330475	2346837.33333333	1.21	1.21	1.2	NA	NA	1.025	1.021	1.024	NA	NA	2	AKTi VIII	0	DMSO	0	DMSO_0_DMSO_0
1	325	-0.77	N13	sample	sample	1838045	1882920	1971214	2067706	2269741	1971214	2005925.2	1.24	1.17	1.18	1.63	1.13	1.033	1.023	1.025	1.138	1.014	1	MK2206	0.3125	DMSO	0	MK2206_0.3125_DMSO_0.3125
1	315	-0.78	N03	sample	sample	1761754	1808908	1942705	2339222	2406756	1942705	2051869	1.19	1.12	1.17	1.85	1.2	1.025	1.014	1.022	1.164	1.026	1	MK2206	10	DMSO	0	MK2206_10_DMSO_10
2	137	-0.78	F17	sample	sample	2505322	2282226	2274105	NA	NA	2282226	2353884.33333333	1.25	1.22	1.18	NA	NA	1.031	1.022	1.019	NA	NA	2	WORT	0.078125	DMSO	0	WORT_0.078125_DMSO_0.078125
1	356	-0.79	O20	sample	sample	1913644	1892557	1922148	1514368	2548714	1913644	1958286.2	1.3	1.17	1.15	1.2	1.27	1.042	1.024	1.02	1.072	1.037	1	AKTi VIII	5	DMSO	0	AKTi VIII_5_DMSO_5
2	190	-0.79	H22	sample	sample	2570723	2212049	2307156	NA	NA	2307156	2363309.33333333	1.28	1.18	1.19	NA	NA	1.036	1.015	1.022	NA	NA	2	PD	10	DMSO	0	PD_10_DMSO_10
1	376	-0.8	P16	sample	sample	1670218	1987419	1981872	2138359	2391420	1987419	2033857.6	1.13	1.23	1.19	1.69	1.19	1.014	1.034	1.027	1.145	1.025	1	DMSO	0	DMSO	0	DMSO_16_DMSO_16
1	353	-0.8	O17	sample	sample	1890550	1954802	2086933	1216308	2524469	1954802	1934612.4	1.28	1.21	1.25	0.961	1.26	1.039	1.03	1.037	1.026	1.036	1	AKTi VIII	0.078125	DMSO	0	AKTi VIII_0.078125_DMSO_0.078125
2	315	-0.8	N03	sample	sample	2405355	2346981	2335203	NA	NA	2346981	2362513	1.2	1.25	1.21	NA	NA	1.022	1.028	1.025	NA	NA	2	MK2206	10	DMSO	0	MK2206_10_DMSO_10
2	343	-0.8	O07	sample	sample	2354400	2393507	2340599	NA	NA	2354400	2362835.33333333	1.17	1.27	1.21	NA	NA	1.018	1.032	1.025	NA	NA	2	AKTi VIII	2.5	DMSO	0	AKTi VIII_2.5_DMSO_2.5
2	376	-0.8	P16	sample	sample	2553310	2333094	2217335	NA	NA	2333094	2367913	1.27	1.24	1.15	NA	NA	1.035	1.027	1.014	NA	NA	2	DMSO	0	DMSO	0	DMSO_16_DMSO_16
2	215	-0.81	I23	neg	neg	2490044	2234101	2385122	NA	NA	2385122	2369755.66666667	1.24	1.19	1.23	NA	NA	1.03	1.018	1.029	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	271	-0.81	L07	sample	sample	1772827	2051275	2027670	2115432	2175490	2051275	2028538.8	1.2	1.27	1.22	1.67	1.08	1.026	1.04	1.031	1.143	1.005	1	Bendamustine	2.5	AKTi VIII	2.5	Bendamustine_2.5_AKTi VIII_2.5
1	183	-0.81	H15	sample	sample	1732013	1880570	1933851	2130172	2542943	1933851	2043909.8	1.17	1.17	1.16	1.68	1.27	1.021	1.022	1.022	1.144	1.037	1	PD	0.15625	DMSO	0	PD_0.15625_DMSO_0.15625
1	365	-0.81	P05	sample	sample	1766104	1899013	1864755	2327529	2479291	1899013	2067338.4	1.2	1.18	1.12	1.84	1.24	1.025	1.024	1.014	1.163	1.032	1	DMSO	0	DMSO	0	DMSO_5_DMSO_5
2	185	-0.81	H17	sample	sample	2531776	2193420	2401319	NA	NA	2401319	2375505	1.26	1.17	1.24	NA	NA	1.033	1.014	1.03	NA	NA	2	PD	0.078125	DMSO	0	PD_0.078125_DMSO_0.078125
1	181	-0.82	H13	sample	sample	1826171	1907059	1980479	2024945	2390978	1980479	2025926.4	1.24	1.18	1.19	1.6	1.19	1.032	1.025	1.026	1.134	1.025	1	PD	0.3125	DMSO	0	PD_0.3125_DMSO_0.3125
1	317	-0.82	N05	sample	sample	1781728	1913577	1987526	2269724	2346692	1987526	2059849.4	1.21	1.19	1.19	1.79	1.17	1.027	1.026	1.027	1.158	1.021	1	MK2206	5	DMSO	0	MK2206_5_DMSO_5
2	166	-0.83	G22	sample	sample	2457202	2341968	2344292	NA	NA	2344292	2381154	1.22	1.25	1.21	NA	NA	1.027	1.028	1.025	NA	NA	2	U0126	10	DMSO	0	U0126_10_DMSO_10
1	324	-0.84	N12	sample	sample	1752377	1868586	1936967	2267529	2544102	1936967	2073912.2	1.19	1.16	1.16	1.79	1.27	1.024	1.021	1.022	1.157	1.037	1	MK2206	0.3125	DMSO	0	MK2206_0.3125_DMSO_0.3125
1	319	-0.85	N07	sample	sample	1710869	2009982	2015582	2300277	2344345	2015582	2076211	1.16	1.25	1.21	1.82	1.17	1.019	1.036	1.03	1.16	1.021	1	MK2206	2.5	DMSO	0	MK2206_2.5_DMSO_2.5
1	283	-0.85	L19	sample	sample	1904870	1835966	2067150	2092358	2343198	2067150	2048708.4	1.29	1.14	1.24	1.65	1.17	1.041	1.017	1.035	1.14	1.02	1	Bendamustine	0.0390625	AKTi VIII	0.0390625	Bendamustine_0.0390625_AKTi VIII_0.0390625
1	322	-0.85	N10	sample	sample	1881736	1946877	2023146	2151273	2270587	2023146	2054723.8	1.27	1.21	1.22	1.7	1.13	1.038	1.029	1.031	1.146	1.014	1	MK2206	0.15625	DMSO	0	MK2206_0.15625_DMSO_0.15625
1	351	-0.85	O15	sample	sample	1961412	2142653	2257794	880154	2470764	2142653	1942555.4	1.33	1.33	1.36	0.696	1.23	1.047	1.049	1.053	0.958	1.031	1	AKTi VIII	0.15625	DMSO	0	AKTi VIII_0.15625_DMSO_0.15625
1	275	-0.86	L11	sample	sample	1774611	2045438	2107124	2058631	2254010	2058631	2047962.8	1.2	1.27	1.27	1.63	1.12	1.026	1.04	1.039	1.137	1.013	1	Bendamustine	0.625	AKTi VIII	0.625	Bendamustine_0.625_AKTi VIII_0.625
2	187	-0.86	H19	sample	sample	2522722	2293792	2382269	NA	NA	2382269	2399594.33333333	1.25	1.22	1.23	NA	NA	1.032	1.023	1.029	NA	NA	2	PD	0.0390625	DMSO	0	PD_0.0390625_DMSO_0.0390625
2	113	-0.87	E17	sample	sample	2537744	2291485	2380019	NA	NA	2380019	2403082.66666667	1.26	1.22	1.23	NA	NA	1.033	1.023	1.029	NA	NA	2	Bendamustine	0.078125	PD	0.078125	Bendamustine_0.078125_PD_0.078125
2	379	-0.88	P19	sample	sample	2445365	2344461	2423317	NA	NA	2423317	2404381	1.22	1.25	1.25	NA	NA	1.026	1.028	1.032	NA	NA	2	DMSO	0	DMSO	0	DMSO_19_DMSO_19
1	316	-0.88	N04	sample	sample	1872642	1943401	2017430	1993862	2419147	1993862	2049296.4	1.27	1.21	1.21	1.58	1.21	1.037	1.029	1.03	1.13	1.027	1	MK2206	0.01953125	DMSO	0	MK2206_0.01953125_DMSO_0.01953125
1	187	-0.88	H19	sample	sample	1907557	1911167	1918301	2026989	2524455	1918301	2057693.8	1.29	1.19	1.15	1.6	1.26	1.041	1.026	1.02	1.134	1.036	1	PD	0.0390625	DMSO	0	PD_0.0390625_DMSO_0.0390625
1	185	-0.88	H17	sample	sample	1797592	1936721	2049540	2062877	2464639	2049540	2062273.8	1.22	1.2	1.23	1.63	1.23	1.029	1.028	1.034	1.137	1.031	1	PD	0.078125	DMSO	0	PD_0.078125_DMSO_0.078125
2	348	-0.88	O12	sample	sample	2451855	2428494	2335016	NA	NA	2428494	2405121.66666667	1.22	1.29	1.21	NA	NA	1.026	1.035	1.025	NA	NA	2	AKTi VIII	0.3125	DMSO	0	AKTi VIII_0.3125_DMSO_0.3125
2	349	-0.89	O13	sample	sample	2452962	2343301	2435502	NA	NA	2435502	2410588.33333333	1.22	1.25	1.26	NA	NA	1.026	1.028	1.033	NA	NA	2	AKTi VIII	0.3125	DMSO	0	AKTi VIII_0.3125_DMSO_0.3125
2	347	-0.89	O11	sample	sample	2399342	2431995	2397307	NA	NA	2399342	2409548	1.19	1.3	1.24	NA	NA	1.022	1.036	1.03	NA	NA	2	AKTi VIII	0.625	DMSO	0	AKTi VIII_0.625_DMSO_0.625
2	366	-0.89	P06	sample	sample	2471761	2335118	2436095	NA	NA	2436095	2414324.66666667	1.23	1.24	1.26	NA	NA	1.028	1.027	1.033	NA	NA	2	DMSO	0	DMSO	0	DMSO_6_DMSO_6
2	369	-0.89	P09	sample	sample	2573418	2358473	2315498	NA	NA	2358473	2415796.33333333	1.28	1.26	1.2	NA	NA	1.036	1.029	1.023	NA	NA	2	DMSO	0	DMSO	0	DMSO_9_DMSO_9
2	181	-0.9	H13	sample	sample	2622589	2267186	2372311	NA	NA	2372311	2420695.33333333	1.3	1.21	1.23	NA	NA	1.04	1.021	1.028	NA	NA	2	PD	0.3125	DMSO	0	PD_0.3125_DMSO_0.3125
2	189	-0.9	H21	sample	sample	2509832	2268468	2484397	NA	NA	2484397	2420899	1.25	1.21	1.28	NA	NA	1.031	1.021	1.038	NA	NA	2	PD	0.01953125	DMSO	0	PD_0.01953125_DMSO_0.01953125
2	171	-0.9	H03	sample	sample	2529433	2239501	2507595	NA	NA	2507595	2425509.66666667	1.26	1.19	1.3	NA	NA	1.033	1.018	1.04	NA	NA	2	PD	10	DMSO	0	PD_10_DMSO_10
1	375	-0.91	P15	sample	sample	1839491	2004698	2028634	2156439	2404742	2028634	2086800.8	1.24	1.24	1.22	1.7	1.2	1.033	1.035	1.031	1.147	1.026	1	DMSO	0	DMSO	0	DMSO_15_DMSO_15
1	323	-0.92	N11	sample	sample	1733342	2013074	2021026	2315347	2494917	2021026	2115541.2	1.17	1.25	1.21	1.83	1.24	1.021	1.036	1.031	1.162	1.033	1	MK2206	0.625	DMSO	0	MK2206_0.625_DMSO_0.625
2	350	-0.92	O14	sample	sample	2546158	2395801	2341625	NA	NA	2395801	2427861.33333333	1.27	1.28	1.21	NA	NA	1.034	1.032	1.025	NA	NA	2	AKTi VIII	0.625	DMSO	0	AKTi VIII_0.625_DMSO_0.625
2	330	-0.92	N18	sample	sample	2460323	2415660	2406072	NA	NA	2415660	2427351.66666667	1.22	1.29	1.24	NA	NA	1.027	1.034	1.031	NA	NA	2	MK2206	2.5	DMSO	0	MK2206_2.5_DMSO_2.5
2	323	-0.92	N11	sample	sample	2658413	2337996	2302908	NA	NA	2337996	2433105.66666667	1.32	1.25	1.19	NA	NA	1.043	1.027	1.022	NA	NA	2	MK2206	0.625	DMSO	0	MK2206_0.625_DMSO_0.625
2	365	-0.93	P05	sample	sample	2535018	2386752	2379350	NA	NA	2386752	2433706.66666667	1.26	1.27	1.23	NA	NA	1.033	1.032	1.028	NA	NA	2	DMSO	0	DMSO	0	DMSO_5_DMSO_5
1	321	-0.93	N09	sample	sample	1880536	1999814	2126426	2144246	2311021	2126426	2092408.6	1.27	1.24	1.28	1.69	1.15	1.038	1.035	1.041	1.146	1.018	1	MK2206	1.25	DMSO	0	MK2206_1.25_DMSO_1.25
1	352	-0.93	O16	sample	sample	2010217	2148817	2164507	989685	2626392	2148817	1987923.6	1.36	1.33	1.3	0.782	1.31	1.052	1.05	1.045	0.982	1.044	1	AKTi VIII	1.25	DMSO	0	AKTi VIII_1.25_DMSO_1.25
2	163	-0.93	G19	sample	sample	2594697	2203412	2538062	NA	NA	2538062	2445390.33333333	1.29	1.17	1.31	NA	NA	1.038	1.015	1.042	NA	NA	2	U0126	0.0390625	DMSO	0	U0126_0.0390625_DMSO_0.0390625
1	175	-0.94	H07	sample	sample	1706782	2020984	2000242	2367639	2600355	2020984	2139200.4	1.16	1.25	1.2	1.87	1.3	1.018	1.037	1.029	1.167	1.042	1	PD	2.5	DMSO	0	PD_2.5_DMSO_2.5
2	209	-0.95	I17	neg	neg	2530441	2341154	2463490	NA	NA	2463490	2445028.33333333	1.26	1.25	1.27	NA	NA	1.033	1.027	1.036	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	327	-0.95	N15	sample	sample	2667731	2400671	2281687	NA	NA	2400671	2450029.66666667	1.33	1.28	1.18	NA	NA	1.044	1.033	1.02	NA	NA	2	MK2206	0.15625	DMSO	0	MK2206_0.15625_DMSO_0.15625
2	375	-0.95	P15	sample	sample	2641959	2367679	2340919	NA	NA	2367679	2450185.66666667	1.31	1.26	1.21	NA	NA	1.042	1.03	1.025	NA	NA	2	DMSO	0	DMSO	0	DMSO_15_DMSO_15
1	189	-0.96	H21	sample	sample	1816597	1946788	2143543	1921030	2621286	1946788	2089848.8	1.23	1.21	1.29	1.52	1.31	1.031	1.029	1.043	1.122	1.043	1	PD	0.01953125	DMSO	0	PD_0.01953125_DMSO_0.01953125
1	277	-0.97	L13	sample	sample	1863948	2102035	2139674	2163266	2288746	2139674	2111533.8	1.26	1.3	1.29	1.71	1.14	1.036	1.045	1.042	1.147	1.016	1	Bendamustine	0.3125	AKTi VIII	0.3125	Bendamustine_0.3125_AKTi VIII_0.3125
1	327	-0.98	N15	sample	sample	1829738	2003493	1967614	2447227	2558245	2003493	2161263.4	1.24	1.24	1.18	1.93	1.28	1.032	1.035	1.025	1.174	1.038	1	MK2206	0.15625	DMSO	0	MK2206_0.15625_DMSO_0.15625
2	354	-0.99	O18	sample	sample	2570654	2481277	2354138	NA	NA	2481277	2468689.66666667	1.28	1.32	1.22	NA	NA	1.036	1.04	1.026	NA	NA	2	AKTi VIII	2.5	DMSO	0	AKTi VIII_2.5_DMSO_2.5
2	165	-0.99	G21	sample	sample	2457459	2523280	2424958	NA	NA	2457459	2468565.66666667	1.22	1.34	1.25	NA	NA	1.027	1.043	1.032	NA	NA	2	U0126	0.01953125	DMSO	0	U0126_0.01953125_DMSO_0.01953125
1	173	-1	H05	sample	sample	1826787	1891229	2011192	2373738	2769924	2011192	2174574	1.24	1.17	1.21	1.88	1.38	1.032	1.023	1.03	1.167	1.054	1	PD	5	DMSO	0	PD_5_DMSO_5
1	355	-1.01	O19	sample	sample	1962598	2153277	2167629	1382371	2584227	2153277	2050020.4	1.33	1.34	1.3	1.09	1.29	1.047	1.05	1.045	1.053	1.04	1	AKTi VIII	0.0390625	DMSO	0	AKTi VIII_0.0390625_DMSO_0.0390625
2	345	-1.02	O09	sample	sample	2573131	2432628	2441823	NA	NA	2441823	2482527.33333333	1.28	1.3	1.26	NA	NA	1.036	1.036	1.034	NA	NA	2	AKTi VIII	1.25	DMSO	0	AKTi VIII_1.25_DMSO_1.25
2	149	-1.03	G05	sample	sample	2543348	2444381	2479900	NA	NA	2479900	2489209.66666667	1.26	1.3	1.28	NA	NA	1.034	1.037	1.037	NA	NA	2	U0126	5	DMSO	0	U0126_5_DMSO_5
1	330	-1.03	N18	sample	sample	1842409	2044278	2022491	2310830	2643342	2044278	2172670	1.25	1.27	1.22	1.83	1.32	1.034	1.039	1.031	1.161	1.045	1	MK2206	2.5	DMSO	0	MK2206_2.5_DMSO_2.5
2	150	-1.05	G06	sample	sample	2542557	2502172	2462638	NA	NA	2502172	2502455.66666667	1.26	1.33	1.27	NA	NA	1.034	1.042	1.036	NA	NA	2	U0126	0.0390625	DMSO	0	U0126_0.0390625_DMSO_0.0390625
2	341	-1.06	O05	sample	sample	2585935	2479286	2456275	NA	NA	2479286	2507165.33333333	1.29	1.32	1.27	NA	NA	1.037	1.04	1.035	NA	NA	2	AKTi VIII	5	DMSO	0	AKTi VIII_5_DMSO_5
2	342	-1.06	O06	sample	sample	2544916	2410701	2574873	NA	NA	2544916	2510163.33333333	1.26	1.28	1.33	NA	NA	1.034	1.034	1.045	NA	NA	2	AKTi VIII	0.0390625	DMSO	0	AKTi VIII_0.0390625_DMSO_0.0390625
2	346	-1.07	O10	sample	sample	2605459	2485788	2443778	NA	NA	2485788	2511675	1.3	1.32	1.26	NA	NA	1.039	1.04	1.034	NA	NA	2	AKTi VIII	0.15625	DMSO	0	AKTi VIII_0.15625_DMSO_0.15625
2	175	-1.07	H07	sample	sample	2566236	2401328	2579378	NA	NA	2566236	2515647.33333333	1.28	1.28	1.33	NA	NA	1.036	1.033	1.046	NA	NA	2	PD	2.5	DMSO	0	PD_2.5_DMSO_2.5
2	174	-1.09	H06	sample	sample	2654131	2427538	2502991	NA	NA	2502991	2528220	1.32	1.29	1.29	NA	NA	1.043	1.035	1.039	NA	NA	2	PD	0.0390625	DMSO	0	PD_0.0390625_DMSO_0.0390625
2	356	-1.09	O20	sample	sample	2633426	2458796	2490875	NA	NA	2490875	2527699	1.31	1.31	1.29	NA	NA	1.041	1.038	1.038	NA	NA	2	AKTi VIII	5	DMSO	0	AKTi VIII_5_DMSO_5
2	353	-1.14	O17	sample	sample	2605184	2552409	2497264	NA	NA	2552409	2551619	1.29	1.36	1.29	NA	NA	1.039	1.046	1.039	NA	NA	2	AKTi VIII	0.078125	DMSO	0	AKTi VIII_0.078125_DMSO_0.078125
2	329	-1.2	N17	sample	sample	2720612	2507034	2545003	NA	NA	2545003	2590883	1.35	1.34	1.32	NA	NA	1.048	1.042	1.043	NA	NA	2	MK2206	0.078125	DMSO	0	MK2206_0.078125_DMSO_0.078125
2	355	-1.2	O19	sample	sample	2671494	2567193	2535023	NA	NA	2567193	2591236.66666667	1.33	1.37	1.31	NA	NA	1.044	1.047	1.042	NA	NA	2	AKTi VIII	0.0390625	DMSO	0	AKTi VIII_0.0390625_DMSO_0.0390625
1	329	-1.25	N17	sample	sample	1998550	2193495	2149186	2417220	2720993	2193495	2295888.8	1.35	1.36	1.29	1.91	1.36	1.05	1.054	1.043	1.171	1.051	1	MK2206	0.078125	DMSO	0	MK2206_0.078125_DMSO_0.078125
2	352	-1.29	O16	sample	sample	2854271	2531245	2558272	NA	NA	2558272	2647929.33333333	1.42	1.35	1.32	NA	NA	1.058	1.044	1.044	NA	NA	2	AKTi VIII	1.25	DMSO	0	AKTi VIII_1.25_DMSO_1.25
2	173	-1.36	H05	sample	sample	2729076	2617622	2719713	NA	NA	2719713	2688803.66666667	1.36	1.39	1.41	NA	NA	1.049	1.051	1.057	NA	NA	2	PD	5	DMSO	0	PD_5_DMSO_5
